,keywords
k5O1F_IS0mU,"['진짜', '데뷔', '가사', '영상', '클라이맥스', '데뷔', '근본', '진짜', '행복하고', '영원하자', '세계', '아이돌']"
k5O1F_IS0mU,"['후렴구', '레전드']"
k5O1F_IS0mU,
k5O1F_IS0mU,['추억']
k5O1F_IS0mU,
k5O1F_IS0mU,"['지금', '후회', '지금', '하나', '이파리', '로서', '열심', '응원']"
k5O1F_IS0mU,['간바레']
k5O1F_IS0mU,"['진짜', '좋아요']"
k5O1F_IS0mU,
k5O1F_IS0mU,"['안무', '노래', '전부', '좋다']"
k5O1F_IS0mU,['귀엽다']
k5O1F_IS0mU,
k5O1F_IS0mU,"['볼때', '같으면', '추해라', '오늘']"
k5O1F_IS0mU,"['컨텐츠', '갑자기', '음악', '실제', '보기', '동선', '안무', '재밋을거같']"
k5O1F_IS0mU,"['노래', '왜케들', '증말']"
k5O1F_IS0mU,"['노래', '좋다']"
k5O1F_IS0mU,"['실제', '가수', '직접', '모션캡처', '실시간', '아니면', '녹화', '같은', '진짜', '모름']"
k5O1F_IS0mU,"['픽셀', '아바타', '때로는', '그림', '같은', '진짜', '사람', '처럼', '친근한', '느낌', '버츄얼', '양지', '해도', '과언', '아닌', '아이돌']"
k5O1F_IS0mU,
k5O1F_IS0mU,"['좋아하는건', '씹덕', '아니면']"
k5O1F_IS0mU,"['처음', '뮤비', '뭔가', '느낌', '강했는데', '개별', '안무가', '적용', '버전', '좋다']"
k5O1F_IS0mU,
k5O1F_IS0mU,
k5O1F_IS0mU,
k5O1F_IS0mU,
k5O1F_IS0mU,"['얼공', '순간', '이곡', '음방', '무대', '그런']"
k5O1F_IS0mU,"['버스', '디유', '탬버린', '과고', '세구', '나나', '나나', '나나', '나나', '던키', '유월', '커버송', '부탁']"
k5O1F_IS0mU,
k5O1F_IS0mU,"['전설', '이야기', '좋아한다']"
k5O1F_IS0mU,"['다시', '좋다']"
k5O1F_IS0mU,['좋다']
k5O1F_IS0mU,"['선생님', '자막', '화면', '확대', '무대', '중앙', '고정', '다음', '화질', '아주']"
k5O1F_IS0mU,"['세계', '돌축합']"
k5O1F_IS0mU,"['노래', '가장', '좋던데']"
k5O1F_IS0mU,"['안무', '진짜', '개미', '대체', '어떤', '아시', '리지', '안무', '코러스', '포인트', '댄스', '브레이크', '산만하지가', '유명', '안무', '대부분', '없는듯']"
k5O1F_IS0mU,
k5O1F_IS0mU,
k5O1F_IS0mU,"['릴파', '스키', '음색', '뭔가', '노래', '심심하지', '풍부하게', '느낌', '좋다']"
k5O1F_IS0mU,"['특하루', '원래', '노래', '같은', '경우', '그러지', '키포인트']"
k5O1F_IS0mU,"['세계', '아이돌', '항상', '사랑', '항상', '건강하구', '항상', '좋은', '일만', '가득할거에요', '추억', '생각']"
k5O1F_IS0mU,"['군무', '미쳐', '좋다']"
k5O1F_IS0mU,"['우리', '화면', '와이드', '행복하다']"
k5O1F_IS0mU,"['눈물', '버튼']"
k5O1F_IS0mU,"['진짜', '처음', '참고']"
k5O1F_IS0mU,
k5O1F_IS0mU,"['처음', '노래', '다시', '슬플것', '같아', '시작', '있으면', '있는게', '느리게']"
k5O1F_IS0mU,"['리버풀', '레전드', '제라드', '반한', '세계']"
k5O1F_IS0mU,"['진짜', '마다', '웅장', '표현', '몽글몽글하고', '벅찬', '느낌', '있음']"
k5O1F_IS0mU,"['여기', '뭔가', '깃발', '멋있을거', '같다']"
k5O1F_IS0mU,"['년생', '이파리', '업업']"
k5O1F_IS0mU,"['마지막', '안무', '레전드', '하트', '시계', '안무', '버스', '탄성', '절로', '눈물']"
k5O1F_IS0mU,
k5O1F_IS0mU,"['비챤', '음색', '진짜', '미친것', '같아요', '항상', '심장', '떨려잉']"
k5O1F_IS0mU,"['추천', '노래', '좋네']"
k5O1F_IS0mU,"['이파리', '속상한데', '키딩', '유입', '눈물']"
k5O1F_IS0mU,"['무대', '안무', '누가', '중간', '중간', '안무가', '있냐', '무대']"
k5O1F_IS0mU,"['하필', '음반', '슬픈', '노래인거야', '벌써', '상상', '가사', '심란하지만', '그날', '그때', '꾸준히', '좋아한다', '사랑', '주르르']"
k5O1F_IS0mU,"['세계', '아이돌', '이야기', '시작', '입니다']"
k5O1F_IS0mU,"['센터', '르르', '미쳐']"
k5O1F_IS0mU,"['언제', '위로', '입니다', '항상', '응원', '세계', '아이돌']"
k5O1F_IS0mU,['사랑']
k5O1F_IS0mU,"['마스터', '버전', '음질', '다른거', '같아서요']"
k5O1F_IS0mU,"['안녕하세요', '도덕', '수업', '달기', '있는', '중학교', '학년', '학생', '입니다', '항상', '세계', '아이돌', '영상', '마음', '편안함', '같아요', '안무가', '없던', '노래', '새로운', '안무가', '추가', '좋은가', '사가', '마음', '같아요', '좋은', '영상', '부탁']"
k5O1F_IS0mU,
k5O1F_IS0mU,"['제일', '좋다']"
k5O1F_IS0mU,['대박']
k5O1F_IS0mU,"['모든', '멤버', '목소리', '다음', '콜라보레이션', '독창', '음악', '좋아한다고', '미국']"
k5O1F_IS0mU,"['벌써', '계월', '전이']"
k5O1F_IS0mU,['지리']
k5O1F_IS0mU,['홧팅']
k5O1F_IS0mU,"['소녀시대', '느낌']"
k5O1F_IS0mU,
k5O1F_IS0mU,"['부분', '진짜', '좋고', '좋고', '고트', '생각', '좋다']"
k5O1F_IS0mU,"['시계', '동작', '좋다', '진짜']"
k5O1F_IS0mU,"['러블', '리즈']"
k5O1F_IS0mU,"['어째서', '눈물']"
k5O1F_IS0mU,"['응원', '세계', '아이돌', '최고다']"
k5O1F_IS0mU,"['좋으면', '개추']"
k5O1F_IS0mU,"['진짜', '슬프다', '노래', '진짜', '좋은데', '뭔가', '멤버', '고생', '멜론', '차트', '생각', '이파리', '감동', '진짜', '영원했으면', '좋겠다']"
k5O1F_IS0mU,"['진짜', '매번', '감동', '최고', '진짜', '사랑']"
k5O1F_IS0mU,"['노래', '좋아요']"
k5O1F_IS0mU,['진짜']
k5O1F_IS0mU,
k5O1F_IS0mU,"['진짜', '레전드']"
k5O1F_IS0mU,"['진짜', '좋다']"
k5O1F_IS0mU,"['평생', '덕질', '본적', '없고', '이해', '영상']"
k5O1F_IS0mU,['레전드']
k5O1F_IS0mU,"['진짜', '같아']"
k5O1F_IS0mU,"['어쨰', '감동']"
k5O1F_IS0mU,"['좋다', '전주', '몰입', '최고']"
k5O1F_IS0mU,"['십년', '백년', '전설', '입니다']"
k5O1F_IS0mU,"['아니', '주전', '입덕', '좋아', '미치겠네요']"
k5O1F_IS0mU,"['원래', '다른', '버츄얼', '그룹', '좋아했었는데', '완벽히', '아니', '안무', '정성', '고이', '고이', '느낌', '숩니']"
k5O1F_IS0mU,"['주르르', '누가', '제일']"
k5O1F_IS0mU,"['처음', '좋아하지', '랬는데', '지금', '하루', '한번']"
k5O1F_IS0mU,"['지금', '상황', '비슷하네요']"
k5O1F_IS0mU,['저기']
k5O1F_IS0mU,"['안무', '바로', '개념', '추천']"
k5O1F_IS0mU,"['눈물', '작년']"
k5O1F_IS0mU,"['주위', '없으면', '바람']"
k5O1F_IS0mU,"['자동', '재생', '다른데', '버전']"
k5O1F_IS0mU,"['미쳤다', '가슴', '뭉클해진다']"
k5O1F_IS0mU,"['린다', '주르르']"
k5O1F_IS0mU,"['여기', '부분', '좋음']"
k5O1F_IS0mU,"['카메라', '연출', '아쉽다', '평면', '고정', '아쉽다', '무대', '넓게', '좋았을거', '같다']"
k5O1F_IS0mU,"['마지막', '사랑', '부분']"
k5O1F_IS0mU,"['사람', '전부', '눈물', '범벅', '신사장', '대단한리', '감명', '사람', '눌물', '콧물', '저번', '국밥', '차원', '아이돌', '대단한', '감명', '주인공', '무즈', '만회', '노래', '중위', '슬플', '신나고', '등부', '공식', '수학자', '이름', '마다', '기겁', '킹갓', '제네럴', '슈퍼', '울트라', '마가', '리자', '베스', '하이퍼', '얼티밋', '튜링', '러브']"
k5O1F_IS0mU,"['해체', '감정이입', '치면', '개추']"
k5O1F_IS0mU,"['제기랄', '공부', '드을', '숭배', '숭배', '시작', '집중', '숭배', '목도', '한자', '사명', '숭배', '시작']"
k5O1F_IS0mU,"['머릿속', '빤짝', '발사', '소리']"
k5O1F_IS0mU,"['안무', '있는', '버젼', '퍼포먼스', '영상', '좋겠다', '예쁜', '연습', '고정', '각도', '다양한', '각도', '요즘', '개인', '얼빡캠', '있던데', '케이팝', '아이돌', '처럼', '입덕', '영상', '있는거']"
k5O1F_IS0mU,"['유독', '신나게', '귀여워']"
k5O1F_IS0mU,"['세구', '여기', '키크']"
k5O1F_IS0mU,"['그날', '우리', '시간', '년전']"
k5O1F_IS0mU,"['댄서', '가요']"
k5O1F_IS0mU,"['처음', '십덕', '있겠는데', '방송', '영상', '사람', '흐믓', '문득', '새삼', '대단해']"
k5O1F_IS0mU,"['마스터피스', '퀄리티', '좋은데도', '임팩트', '없네요', '다시', '있을', '아쉬운', '부분']"
k5O1F_IS0mU,"['왜인', '찡하게']"
k5O1F_IS0mU,"['어떻게', '가요', '저리']"
k5O1F_IS0mU,"['진짜', '다음', '간다']"
k5O1F_IS0mU,"['안무가', '안무가', '골반', '무브먼트', '최고', '생각', '모에']"
k5O1F_IS0mU,"['언제', '근본', '노래', '감동', '있네']"
k5O1F_IS0mU,"['청순', '보컬', '버거', '릴파', '홍조', '여신', '주르르', '예능', '천재', '세구', '음색', '요정', '비챤', '세계', '아이돌']"
k5O1F_IS0mU,"['음색', '뭔가', '레몬', '달콤한', '느낌', '중독', '있는', '음색']"
k5O1F_IS0mU,['굿굿']
k5O1F_IS0mU,"['댓글', '답글', '응원']"
k5O1F_IS0mU,"['각자', '본캐', '직접', '가요']"
k5O1F_IS0mU,['존사']
k5O1F_IS0mU,['좋은']
k5O1F_IS0mU,"['데뷔', '런가', '진짜', '좋다']"
k5O1F_IS0mU,"['마지막', '후렴구', '부분', '머릿속', '폭죽', '소리', '자동', '재생']"
k5O1F_IS0mU,"['여섯', '세구']"
k5O1F_IS0mU,"['다시', '행복했습니다', '개인', '버거', '긴장', '처럼', '버거', '다른', '멤버', '굳어서', '생동감', '부족한', '느낌', '안타까워요', '실수', '안된다', '완벽하게', '완성', '압박', '처럼', '안타까웠어요']"
k5O1F_IS0mU,"['진짜', '콘서트장', '공연', '노래', '있는']"
k5O1F_IS0mU,"['확실', '좋은데', '하이라이트', '부분', '애매한거', '같음']"
k5O1F_IS0mU,"['안무가', '얼마']"
k5O1F_IS0mU,"['이제야', '봉인', '아바타', '버전', '좋아']"
k5O1F_IS0mU,"['뭔가', '같네요', '좋은', '같아요']"
k5O1F_IS0mU,"['거가', '져스트', '댄스', '늒잉미']"
k5O1F_IS0mU,"['언제', '어도', '행복', '음악']"
k5O1F_IS0mU,"['자막', '색깔', '미쳣다', '진짜']"
k5O1F_IS0mU,
k5O1F_IS0mU,
k5O1F_IS0mU,"['세계', '아이돌', '영원하라']"
k5O1F_IS0mU,['하이라이트']
k5O1F_IS0mU,['영상']
k5O1F_IS0mU,"['멤버', '직접']"
k5O1F_IS0mU,
k5O1F_IS0mU,['똥마려']
k5O1F_IS0mU,"['신나서', '지금', '다시', '갑자기', '눈물', '같다']"
k5O1F_IS0mU,"['최고다', '르르땅']"
k5O1F_IS0mU,"['얀데레', '노래']"
k5O1F_IS0mU,"['군인', '시절', '구석', '어색해서', '동영상', '이파리', '어디', '있다']"
k5O1F_IS0mU,
k5O1F_IS0mU,"['뮤비', '응원봉', '실제', '응원봉', '많은게', '진짜', '성장했다는게']"
k5O1F_IS0mU,['근본']
k5O1F_IS0mU,"['현실', '장비', '거임', '같은', '안무', '주르르', '춤선', '예쁜', '같지']"
k5O1F_IS0mU,"['진짜', '멤버', '전부', '고생', '영상', '얼마나', '감동', '성장하다니', '이파리', '하나로', '감동', '오지']"
k5O1F_IS0mU,"['눈물', '분명', '예상', '막상', '노래', '추억', '마지막', '세계', '아이돌', '이야기', '시작', '입니다', '부분', '좋았어요', '당연히', '안되겠지만', '행복할', '행복했어요', '집도', '비슷한', '완전', '대중', '입니다']"
k5O1F_IS0mU,
k5O1F_IS0mU,
k5O1F_IS0mU,"['선정', '우려', '행복한', '노래']"
k5O1F_IS0mU,['새해']
k5O1F_IS0mU,"['막상', '볼때', '신났어서', '안무', '같은것도', '제대로', '다시', '디테일', '하나', '하나', '있으니까', '좋다']"
k5O1F_IS0mU,"['페때', '실제', '무대', '노래', '라이브']"
k5O1F_IS0mU,"['노래', '진짜', '좋다', '유일하게', '결제', '소장']"
k5O1F_IS0mU,"['센터', '천재', '주르르']"
k5O1F_IS0mU,
k5O1F_IS0mU,"['시계', '감기', '표시', '반대', '시계탑', '모습', '좌우', '반전', '시계', '시계', '방향']"
k5O1F_IS0mU,['해피뉴이어']
k5O1F_IS0mU,"['월일', '개추']"
k5O1F_IS0mU,['해피']
k5O1F_IS0mU,"['없는', '그날']"
k5O1F_IS0mU,['눈물']
k5O1F_IS0mU,"['개인', '마지막', '원래', '뮤비', '르르땅', '마이크', '관객', '장면', '진짜', '같음', '지금', '안무', '좋다']"
k5O1F_IS0mU,"['미용실', '키링', '순간', '설렜다']"
k5O1F_IS0mU,"['이쁘다', '우리', '아이돌', '사랑']"
k5O1F_IS0mU,"['볼때', '감동']"
k5O1F_IS0mU,['시작']
k5O1F_IS0mU,"['영어', '시험', '순간', '시험지', '가사', '빼곡', '어둠']"
k5O1F_IS0mU,"['언제', '질리', '노래', '다른', '노래', '좋지만', '취향']"
k5O1F_IS0mU,"['기단', '안무', '다른', '버들', '모습', '뮤비', '독보', '속상했어요', '챠니챠니', '부가', '유독', '독보', '모습', '같았어요', '그래두', '확대', '괜찮', '아니', '괜찮아']"
k5O1F_IS0mU,"['처음', '감동', '스럽고', '좋아서', '충격', '언제', '그때', '감동', '그대로', '노래', '질리', '좋은데', '막곡', '감동', '스러워서', '눈물', '안무', '좋았어요', '사랑']"
k5O1F_IS0mU,"['전주', '가슴', '뭉클해지는', '그런', '노래']"
k5O1F_IS0mU,"['시계', '안무', '진짜', '이쁘다']"
k5O1F_IS0mU,
k5O1F_IS0mU,
k5O1F_IS0mU,"['진짜', '우리', '벌써', '주년']"
k5O1F_IS0mU,['진짜']
k5O1F_IS0mU,['라이브']
k5O1F_IS0mU,"['릴파', '버거', '세구', '님비', '주르르', '항상', '건강하시고', '새해', '항상', '좋은', '노래']"
k5O1F_IS0mU,['가사']
k5O1F_IS0mU,"['친구', '좋아하겠네']"
k5O1F_IS0mU,"['이파리', '더블']"
k5O1F_IS0mU,['씹덕']
k5O1F_IS0mU,"['각자', '모션캡쳐', '아님', '아니다', '각각', '각자']"
k5O1F_IS0mU,"['완무', '좋당']"
k5O1F_IS0mU,"['옛날', '오타쿠', '오덕후', '하나', '시대', '도래']"
k5O1F_IS0mU,"['고맙', '읍니']"
k5O1F_IS0mU,['평생']
k5O1F_IS0mU,"['쩐다', '화이팅']"
k5O1F_IS0mU,"['진짜', '르르땅', '예쁜', '확신', '센터', '주르르']"
k5O1F_IS0mU,"['영상', '감동']"
k5O1F_IS0mU,['생생하다']
k5O1F_IS0mU,
k5O1F_IS0mU,"['궁금한게', '사람', '직접', '가요']"
k5O1F_IS0mU,
k5O1F_IS0mU,"['진짜', '전설', '시작']"
k5O1F_IS0mU,"['안무', '노래', '매력', '반감']"
k5O1F_IS0mU,"['와이드', '모니터']"
k5O1F_IS0mU,"['크리스마스', '선물', '이런', '영상']"
k5O1F_IS0mU,"['진짜', '감동']"
k5O1F_IS0mU,
k5O1F_IS0mU,"['소름', '노래', '진짜', '미쳤']"
k5O1F_IS0mU,['데디']
k5O1F_IS0mU,['좋다']
k5O1F_IS0mU,"['주르르', '춤선', '미쳤다']"
k5O1F_IS0mU,
k5O1F_IS0mU,"['각자', '안무가', '있어서', '그런지', '감동', '넘친다']"
k5O1F_IS0mU,"['진짜', '근본', '비챤님', '생일도', '얼마', '안남았고']"
k5O1F_IS0mU,"['노래', '옛날', '친구']"
k5O1F_IS0mU,['노래']
k5O1F_IS0mU,"['어떤', '시간', '감성', '유일한', '노래']"
k5O1F_IS0mU,"['주년', '진심', '축하']"
k5O1F_IS0mU,"['역시', '최고']"
k5O1F_IS0mU,"['그때', '감동', '우리', '추억', '듣기', '해도', '눈물']"
k5O1F_IS0mU,"['노래', '좋아요', '처음', '입덕']"
k5O1F_IS0mU,"['그러고', '뮤비', '벌써']"
k5O1F_IS0mU,"['근본', '눈물', '없는', '감동', '있다']"
k5O1F_IS0mU,"['잠수', '준비']"
k5O1F_IS0mU,"['이런', '촬영', '어케']"
k5O1F_IS0mU,"['현장', '감동', '다시', '한번']"
k5O1F_IS0mU,"['버전', '재녹음', '아님', '기존', '음원', '가용']"
k5O1F_IS0mU,"['듣기', '해도', '벅차오르는', '무언가', '있다', '발매', '엊그제', '같은데', '벌써', '시간', '페스티벌', '기술', '어떤', '발전', '해나', '하루하루', '기대', '좋은', '활동', '오래오래', '항상', '응원']"
k5O1F_IS0mU,"['버전', '안무']"
k5O1F_IS0mU,"['리외인드', '성적', '뮤비퀼', '마음']"
k5O1F_IS0mU,['이쁘다']
k5O1F_IS0mU,"['점점', '희미해져가던', '기억', '다시', '있도록', '무대', '영상', '지금', '편집자', '오히려']"
k5O1F_IS0mU,"['진짜', '노래', '퀄리티', '좋은', '아니냐고']"
k5O1F_IS0mU,
k5O1F_IS0mU,"['가슴', '웅장']"
k5O1F_IS0mU,
k5O1F_IS0mU,['눈물']
k5O1F_IS0mU,
k5O1F_IS0mU,"['원래', '어깨춤', '좋아했었는데', '아쉽긴', '명곡']"
k5O1F_IS0mU,"['작품', '이름']"
k5O1F_IS0mU,"['공연장', '평생', '개뿔', '좋다', '도파민', '중독']"
k5O1F_IS0mU,
k5O1F_IS0mU,"['진짜', '좋아']"
k5O1F_IS0mU,"['역시', '만회', '노래', '웅징']"
k5O1F_IS0mU,
k5O1F_IS0mU,
k5O1F_IS0mU,"['행복하다', '눈물', '있었음']"
k5O1F_IS0mU,"['이파리', '응원', '그때']"
k5O1F_IS0mU,
k5O1F_IS0mU,"['프라', '우드']"
k5O1F_IS0mU,['근본']
k5O1F_IS0mU,"['페스티벌', '버전', '멤버', '전원', '보컬', '엄청나게', '성장한거', '같아서', '기분', '좋다']"
k5O1F_IS0mU,"['안무', '좋다']"
k5O1F_IS0mU,
k5O1F_IS0mU,['그날']
k5O1F_IS0mU,"['목소리', '쫀득', '같은', '느낌']"
k5O1F_IS0mU,"['이자', '생각', '노래', '노래']"
k5O1F_IS0mU,['같은데']
k5O1F_IS0mU,['근본']
k5O1F_IS0mU,['멤버']
k5O1F_IS0mU,"['뜬금', '없는', '버거', '예쁘네']"
k5O1F_IS0mU,"['감동', '있다', '어느샌가', '버거']"
k5O1F_IS0mU,"['진짜', '하트', '안무', '좋다']"
k5O1F_IS0mU,"['혹시', '설마', '지상파', '연말', '가요', '축제', '같은', '초대']"
k5O1F_IS0mU,"['완전', '아이돌', '같네요', '신기한', '경험']"
k5O1F_IS0mU,"['진짜', '안무', '빡세']"
k5O1F_IS0mU,"['크아', '역시', '근본']"
k5O1F_IS0mU,"['진짜', '구라', '아니라', '독감', '때매', '아파', '퍼정', '같아요']"
k5O1F_IS0mU,"['과정', '더욱', '아름다운', '노래']"
k5O1F_IS0mU,"['현장', '이파리', '개추']"
k5O1F_IS0mU,['심장']
k5O1F_IS0mU,"['진짜', '감동']"
k5O1F_IS0mU,
k5O1F_IS0mU,"['근본', '말로', '설명', '가능']"
k5O1F_IS0mU,"['진짜', '처음', '진심', '눈물', '최고다']"
k5O1F_IS0mU,['최고다']
